order_sk,order_id,date_id,channel_sk,store_sk,customer_sk,billing_location_sk,shipping_location_sk,status,subtotal,tax_amount,shipping_fee,total_amount
2596,1000002595,20240208,1,,1210,1647,436,FULFILLED,27000.0,5670.0,1200.0,33870.0
2597,1000002596,20250626,1,,1034,89,1676,CANCELLED,39450.0,8284.5,1500.0,49234.5
2598,1000002597,20250622,2,1,653,2046,1,CANCELLED,28500.0,5985.0,0.0,34485.0
2599,1000002598,20240420,2,1,662,1943,1,FULFILLED,12000.0,2520.0,0.0,14520.0
2600,1000002599,20241007,2,3,726,3189,3,PAID,30000.0,6300.0,0.0,36300.0
2601,1000002600,20250216,1,,1306,3168,347,FULFILLED,46305.0,9724.05,0.0,56029.05
2602,1000002601,20240525,2,3,1383,997,3,CANCELLED,65700.0,13797.0,0.0,79497.0
2603,1000002602,20250730,1,,489,649,425,CANCELLED,14250.0,2992.5,900.0,18142.5
2604,1000002603,20250705,1,,1476,2328,1072,FULFILLED,75150.0,15781.5,900.0,91831.5
2605,1000002604,20240524,2,3,90,760,3,FULFILLED,22800.0,4788.0,0.0,27588.0
2606,1000002605,20240118,1,,938,1551,18,FULFILLED,30000.0,6300.0,1200.0,37500.0
2607,1000002606,20240115,1,,1239,1139,146,FULFILLED,13200.0,2772.0,900.0,16872.0
2608,1000002607,20240804,2,4,594,2576,4,FULFILLED,29400.0,6174.0,0.0,35574.0
2609,1000002608,20240617,2,4,1277,2463,4,FULFILLED,35640.0,7484.4,0.0,43124.4
2610,1000002609,20250821,1,,1386,1027,503,FULFILLED,34200.0,7182.0,1500.0,42882.0
2611,1000002610,20241105,1,,88,748,1212,FULFILLED,21600.0,4536.0,1500.0,27636.0
2612,1000002611,20241029,1,,1274,2420,440,PAID,109008.0,22891.68,1500.0,133399.68
2613,1000002612,20250718,2,2,1083,1341,2,FULFILLED,23520.0,4939.2,0.0,28459.2
2614,1000002613,20240816,1,,405,2278,105,FULFILLED,10800.0,2268.0,1200.0,14268.0
2615,1000002614,20250217,2,1,1206,780,1,PAID,36348.0,7633.08,0.0,43981.08
2616,1000002615,20240925,1,,427,411,991,FULFILLED,34200.0,7182.0,0.0,41382.0
2617,1000002616,20250915,1,,1230,1365,2873,FULFILLED,54000.0,11340.0,900.0,66240.0
2618,1000002617,20250519,2,3,119,1233,3,FULFILLED,54900.0,11529.0,0.0,66429.0
2619,1000002618,20240619,1,,1305,3147,3100,FULFILLED,24000.0,5040.0,1500.0,30540.0
2620,1000002619,20250918,2,3,1274,1362,3,FULFILLED,10260.0,2154.6,0.0,12414.6
2621,1000002620,20240321,1,,77,2128,2591,CANCELLED,29700.0,6237.0,900.0,36837.0
2622,1000002621,20250411,1,,136,1918,2293,FULFILLED,27048.0,5680.08,900.0,33628.08
2623,1000002622,20240315,2,2,782,2236,2,FULFILLED,38475.0,8079.75,0.0,46554.75
2624,1000002623,20240718,1,,293,1641,2170,FULFILLED,38808.0,8149.68,1500.0,48457.68
2625,1000002624,20241104,2,3,481,1085,3,PAID,32400.0,6804.0,0.0,39204.0
2626,1000002625,20250202,1,,593,860,903,FULFILLED,13200.0,2772.0,1200.0,17172.0
2627,1000002626,20240521,1,,617,1716,913,FULFILLED,69000.0,14490.0,900.0,84390.0
2628,1000002627,20241106,2,1,1021,1844,1,FULFILLED,30000.0,6300.0,0.0,36300.0
2629,1000002628,20240411,2,2,382,2543,2,FULFILLED,35640.0,7484.4,0.0,43124.4
2630,1000002629,20241101,2,4,1356,2266,4,FULFILLED,13200.0,2772.0,0.0,15972.0
2631,1000002630,20250512,1,,464,,55,FULFILLED,47100.0,9891.0,1200.0,58191.0
2632,1000002631,20240127,1,,618,1920,1397,FULFILLED,31350.0,6583.5,1500.0,39433.5
2633,1000002632,20241022,2,3,950,2726,3,FULFILLED,47340.0,9941.4,0.0,57281.4
2634,1000002633,20240607,2,1,1371,1117,1,FULFILLED,35280.0,7408.8,0.0,42688.8
2635,1000002634,20240222,2,2,1007,1447,2,FULFILLED,52260.0,10974.6,0.0,63234.6
2636,1000002635,20250424,1,,48,110,845,FULFILLED,38808.0,8149.68,0.0,46957.68
2637,1000002636,20241209,2,2,1231,1786,2,PAID,45000.0,9450.0,0.0,54450.0
2638,1000002637,20240628,2,2,1143,2504,2,CREATED,54000.0,11340.0,0.0,65340.0
2639,1000002638,20250227,2,3,1374,1020,3,FULFILLED,21600.0,4536.0,0.0,26136.0
2640,1000002639,20241109,1,,1014,,2787,FULFILLED,42525.0,8930.25,1200.0,52655.25
2641,1000002640,20241209,1,,1161,2844,2384,PAID,11400.0,2394.0,1500.0,15294.0
2642,1000002641,20240603,1,,423,2352,310,FULFILLED,32400.0,6804.0,900.0,40104.0
2643,1000002642,20240110,1,,52,,1047,FULFILLED,31500.0,6615.0,1500.0,39615.0
2644,1000002643,20250727,1,,1112,1827,1065,FULFILLED,35868.0,7532.28,1200.0,44600.28
2645,1000002644,20240901,1,,1046,1472,450,FULFILLED,29400.0,6174.0,900.0,36474.0
2646,1000002645,20241226,2,3,555,2451,3,FULFILLED,79380.0,16669.8,0.0,96049.8
2647,1000002646,20250222,1,,24,1095,3173,FULFILLED,28500.0,5985.0,900.0,35385.0
2648,1000002647,20240511,2,2,506,600,2,FULFILLED,22800.0,4788.0,0.0,27588.0
2649,1000002648,20241202,1,,1211,2722,74,PAID,33384.0,7010.64,1500.0,41894.64
2650,1000002649,20240717,1,,859,2911,2355,FULFILLED,47100.0,9891.0,900.0,57891.0
2651,1000002650,20241110,1,,1376,226,882,FULFILLED,12150.0,2551.5,1200.0,15901.5
2652,1000002651,20250604,2,1,83,,1,FULFILLED,63420.0,13318.2,0.0,76738.2
2653,1000002652,20250830,1,,284,2039,1706,FULFILLED,32400.0,6804.0,1500.0,40704.0
2654,1000002653,20250202,2,1,517,880,1,PAID,11400.0,2394.0,0.0,13794.0
2655,1000002654,20240406,2,1,521,855,1,FULFILLED,42750.0,8977.5,0.0,51727.5
2656,1000002655,20240126,1,,585,416,1233,FULFILLED,66900.0,14049.0,900.0,81849.0
2657,1000002656,20240812,2,3,282,1981,3,FULFILLED,44100.0,9261.0,0.0,53361.0
2658,1000002657,20250509,2,1,1234,1727,1,FULFILLED,25080.0,5266.8,0.0,30346.8
2659,1000002658,20240602,2,4,1350,3077,4,FULFILLED,84780.0,17803.8,0.0,102583.8
2660,1000002659,20250504,1,,31,2971,45,PAID,79830.0,16764.3,1200.0,97794.3
2661,1000002660,20241224,1,,1356,2367,31,CREATED,27000.0,5670.0,900.0,33570.0
2662,1000002661,20250314,1,,1392,2436,1999,FULFILLED,21168.0,4445.28,900.0,26513.28
2663,1000002662,20250419,2,4,702,,4,FULFILLED,26460.0,5556.6,0.0,32016.6
2664,1000002663,20240121,1,,1414,2232,1536,PAID,12000.0,2520.0,1200.0,15720.0
2665,1000002664,20240722,1,,216,44,1566,PAID,28350.0,5953.5,900.0,35203.5
2666,1000002665,20250224,1,,87,1356,781,PAID,14850.0,3118.5,0.0,17968.5
2667,1000002666,20240803,2,2,173,2333,2,FULFILLED,30000.0,6300.0,0.0,36300.0
2668,1000002667,20240202,2,2,767,2503,2,FULFILLED,13230.0,2778.3,0.0,16008.3
2669,1000002668,20250927,1,,49,3076,2812,FULFILLED,77250.0,16222.5,1200.0,94672.5
2670,1000002669,20250103,1,,706,,2407,FULFILLED,49500.0,10395.0,1200.0,61095.0
2671,1000002670,20241215,1,,1456,468,1944,CANCELLED,39300.0,8253.0,900.0,48453.0
2672,1000002671,20250918,2,1,87,,1,CANCELLED,21168.0,4445.28,0.0,25613.28
2673,1000002672,20250303,2,3,1066,2229,3,PAID,30780.0,6463.8,0.0,37243.8
2674,1000002673,20240504,2,3,1398,1771,3,FULFILLED,10800.0,2268.0,0.0,13068.0
2675,1000002674,20240911,1,,544,2103,1899,REFUNDED,65400.0,13734.0,0.0,79134.0
2676,1000002675,20240511,1,,135,1604,632,FULFILLED,28500.0,5985.0,900.0,35385.0
2677,1000002676,20250106,1,,806,2596,384,FULFILLED,29400.0,6174.0,1200.0,36774.0
2678,1000002677,20250504,1,,1230,2950,1660,FULFILLED,35400.0,7434.0,900.0,43734.0
2679,1000002678,20240305,1,,995,2428,318,FULFILLED,66060.0,13872.6,0.0,79932.6
2680,1000002679,20250427,2,1,629,1465,1,FULFILLED,35280.0,7408.8,0.0,42688.8
2681,1000002680,20240630,1,,1312,2403,1893,FULFILLED,14250.0,2992.5,900.0,18142.5
2682,1000002681,20250201,1,,1339,2365,2903,FULFILLED,39000.0,8190.0,900.0,48090.0
2683,1000002682,20241122,2,3,1172,457,3,FULFILLED,14962.5,3142.12,0.0,18104.62
2684,1000002683,20240113,2,3,1064,2515,3,FULFILLED,10800.0,2268.0,0.0,13068.0
2685,1000002684,20250805,2,2,913,,2,CANCELLED,13500.0,2835.0,0.0,16335.0
2686,1000002685,20250704,1,,295,606,1179,FULFILLED,45000.0,9450.0,0.0,54450.0
2687,1000002686,20241025,1,,461,2298,2431,CANCELLED,44100.0,9261.0,0.0,53361.0
2688,1000002687,20250627,1,,326,249,2606,REFUNDED,85980.0,18055.8,900.0,104935.8
2689,1000002688,20240403,1,,971,3158,2904,FULFILLED,62340.0,13091.4,1200.0,76631.4
2690,1000002689,20240617,2,4,70,2936,4,REFUNDED,32340.0,6791.4,0.0,39131.4
2691,1000002690,20240303,1,,415,809,113,FULFILLED,14250.0,2992.5,0.0,17242.5
2692,1000002691,20240305,2,3,292,870,3,FULFILLED,14250.0,2992.5,0.0,17242.5
2693,1000002692,20250917,1,,717,718,518,FULFILLED,47040.0,9878.4,900.0,57818.4
2694,1000002693,20250831,1,,904,310,2542,PAID,68520.0,14389.2,1200.0,84109.2
2695,1000002694,20250921,1,,437,1778,3041,CANCELLED,67410.0,14156.1,900.0,82466.1
2696,1000002695,20250821,2,3,1396,1607,3,FULFILLED,25650.0,5386.5,0.0,31036.5
2697,1000002696,20250607,1,,393,595,1081,FULFILLED,30000.0,6300.0,900.0,37200.0
2698,1000002697,20250923,1,,1289,,3023,CANCELLED,70650.0,14836.5,900.0,86386.5
2699,1000002698,20240704,2,3,394,1839,3,FULFILLED,10800.0,2268.0,0.0,13068.0
2700,1000002699,20241208,2,2,1413,125,2,FULFILLED,58800.0,12348.0,0.0,71148.0
2701,1000002700,20240817,2,1,1157,813,1,FULFILLED,46200.0,9702.0,0.0,55902.0
2702,1000002701,20250912,1,,1308,3126,1048,FULFILLED,63180.0,13267.8,1200.0,77647.8
2703,1000002702,20241008,1,,628,,560,FULFILLED,10260.0,2154.6,900.0,13314.6
2704,1000002703,20241207,1,,317,152,1202,FULFILLED,44887.5,9426.38,1200.0,55513.88
2705,1000002704,20240708,2,1,55,1955,1,FULFILLED,48510.0,10187.1,0.0,58697.1
2706,1000002705,20250720,2,1,339,2289,1,PAID,42660.0,8958.6,0.0,51618.6
2707,1000002706,20241220,1,,1277,2019,843,FULFILLED,40020.0,8404.2,1200.0,49624.2
2708,1000002707,20240404,1,,823,1249,2717,FULFILLED,35280.0,7408.8,900.0,43588.8
2709,1000002708,20240317,1,,272,1149,3103,FULFILLED,36000.0,7560.0,0.0,43560.0
2710,1000002709,20240704,1,,1147,2543,1075,REFUNDED,49920.0,10483.2,900.0,61303.2
2711,1000002710,20250109,2,1,594,2923,1,FULFILLED,21600.0,4536.0,0.0,26136.0
2712,1000002711,20241216,1,,639,2534,2786,FULFILLED,23760.0,4989.6,900.0,29649.6
2713,1000002712,20250906,1,,172,877,2712,FULFILLED,15435.0,3241.35,0.0,18676.35
2714,1000002713,20250831,1,,1182,1818,263,PAID,15750.0,3307.5,0.0,19057.5
2715,1000002714,20250203,1,,35,2445,1984,FULFILLED,16500.0,3465.0,1200.0,21165.0
2716,1000002715,20240216,2,1,572,820,1,FULFILLED,35775.0,7512.75,0.0,43287.75
2717,1000002716,20250125,1,,816,549,1934,FULFILLED,34920.0,7333.2,1500.0,43753.2
2718,1000002717,20240610,1,,359,,1859,FULFILLED,56100.0,11781.0,0.0,67881.0
2719,1000002718,20250522,1,,272,1691,2022,FULFILLED,43110.0,9053.1,0.0,52163.1
2720,1000002719,20250622,2,4,402,2875,4,FULFILLED,10584.0,2222.64,0.0,12806.64
2721,1000002720,20240323,1,,1137,446,2260,CANCELLED,22680.0,4762.8,0.0,27442.8
2722,1000002721,20240614,2,3,1267,1797,3,REFUNDED,87900.0,18459.0,0.0,106359.0
2723,1000002722,20241116,1,,603,1035,358,PAID,36000.0,7560.0,1200.0,44760.0
2724,1000002723,20240915,2,4,606,2773,4,FULFILLED,21600.0,4536.0,0.0,26136.0
2725,1000002724,20241214,1,,1268,4,2501,REFUNDED,30000.0,6300.0,1200.0,37500.0
2726,1000002725,20250816,1,,1393,593,829,FULFILLED,12600.0,2646.0,0.0,15246.0
2727,1000002726,20250710,1,,1486,,3037,CANCELLED,48510.0,10187.1,0.0,58697.1
2728,1000002727,20250413,1,,1453,,2136,CANCELLED,13500.0,2835.0,0.0,16335.0
2729,1000002728,20241123,1,,1352,950,2763,FULFILLED,22800.0,4788.0,900.0,28488.0
2730,1000002729,20240403,2,1,1357,257,1,PAID,34200.0,7182.0,0.0,41382.0
2731,1000002730,20250120,2,1,725,2200,1,REFUNDED,11400.0,2394.0,0.0,13794.0
2732,1000002731,20250909,2,3,260,2396,3,FULFILLED,32340.0,6791.4,0.0,39131.4
2733,1000002732,20250202,2,3,378,2065,3,FULFILLED,63000.0,13230.0,0.0,76230.0
2734,1000002733,20250117,1,,1425,2015,2512,FULFILLED,82740.0,17375.4,1200.0,101315.4
2735,1000002734,20240706,1,,85,1839,1308,FULFILLED,80550.0,16915.5,0.0,97465.5
2736,1000002735,20250909,2,3,1313,2604,3,FULFILLED,44550.0,9355.5,0.0,53905.5
2737,1000002736,20250118,2,4,704,1268,4,FULFILLED,57600.0,12096.0,0.0,69696.0
2738,1000002737,20241014,2,2,1133,2045,2,FULFILLED,42120.0,8845.2,0.0,50965.2
2739,1000002738,20250223,1,,176,2738,252,FULFILLED,68625.0,14411.25,0.0,83036.25
2740,1000002739,20240710,1,,264,1171,2499,FULFILLED,33384.0,7010.64,1200.0,41594.64
2741,1000002740,20240521,2,1,882,,1,FULFILLED,45480.0,9550.8,0.0,55030.8
2742,1000002741,20250907,1,,529,174,1653,FULFILLED,60825.0,12773.25,900.0,74498.25
2743,1000002742,20240702,2,1,511,2207,1,FULFILLED,36450.0,7654.5,0.0,44104.5
2744,1000002743,20241026,2,4,1192,,4,FULFILLED,40500.0,8505.0,0.0,49005.0
2745,1000002744,20250609,2,2,866,996,2,FULFILLED,30870.0,6482.7,0.0,37352.7
2746,1000002745,20250326,1,,147,1569,2217,FULFILLED,34200.0,7182.0,1500.0,42882.0
2747,1000002746,20240114,2,2,846,972,2,PAID,37800.0,7938.0,0.0,45738.0
2748,1000002747,20250425,1,,487,2664,1511,FULFILLED,64980.0,13645.8,900.0,79525.8
2749,1000002748,20241108,2,4,1252,2493,4,FULFILLED,35760.0,7509.6,0.0,43269.6
2750,1000002749,20241110,2,1,746,2929,1,CANCELLED,95688.0,20094.48,0.0,115782.48
2751,1000002750,20250801,1,,760,1869,3115,PAID,30780.0,6463.8,1200.0,38443.8
2752,1000002751,20250808,2,1,414,,1,FULFILLED,37428.0,7859.88,0.0,45287.88
2753,1000002752,20240606,2,3,180,3030,3,FULFILLED,76500.0,16065.0,0.0,92565.0
2754,1000002753,20240624,1,,369,2873,346,CANCELLED,81594.0,17134.74,900.0,99628.74
2755,1000002754,20241210,1,,1391,1029,3062,FULFILLED,41622.0,8740.62,900.0,51262.62
2756,1000002755,20240623,1,,1181,3177,381,FULFILLED,12600.0,2646.0,900.0,16146.0
2757,1000002756,20240728,1,,841,300,1336,FULFILLED,14250.0,2992.5,900.0,18142.5
2758,1000002757,20250328,1,,282,225,2724,FULFILLED,32400.0,6804.0,1200.0,40404.0
2759,1000002758,20240623,1,,1491,1998,413,FULFILLED,45450.0,9544.5,900.0,55894.5
2760,1000002759,20240825,2,2,787,921,2,CANCELLED,44100.0,9261.0,0.0,53361.0
2761,1000002760,20250620,2,2,484,68,2,FULFILLED,30000.0,6300.0,0.0,36300.0
2762,1000002761,20250728,1,,559,123,491,FULFILLED,62910.0,13211.1,1200.0,77321.1
2763,1000002762,20250526,1,,872,875,3021,FULFILLED,35280.0,7408.8,900.0,43588.8
2764,1000002763,20250411,1,,568,,1138,FULFILLED,15000.0,3150.0,1200.0,19350.0
2765,1000002764,20250901,2,1,578,2314,1,FULFILLED,24000.0,5040.0,0.0,29040.0
2766,1000002765,20240310,2,1,291,2467,1,FULFILLED,21600.0,4536.0,0.0,26136.0
2767,1000002766,20250219,1,,549,3143,311,FULFILLED,31752.0,6667.92,1200.0,39619.92
2768,1000002767,20240615,1,,511,749,2059,FULFILLED,32400.0,6804.0,1500.0,40704.0
2769,1000002768,20250411,1,,185,817,2384,FULFILLED,32400.0,6804.0,1200.0,40404.0
2770,1000002769,20250307,2,3,575,43,3,REFUNDED,42750.0,8977.5,0.0,51727.5
2771,1000002770,20240604,1,,798,1861,853,CANCELLED,39690.0,8334.9,900.0,48924.9
2772,1000002771,20241115,1,,1108,3044,471,FULFILLED,45000.0,9450.0,1200.0,55650.0
2773,1000002772,20240406,2,3,1145,,3,FULFILLED,65280.0,13708.8,0.0,78988.8
2774,1000002773,20250506,1,,1421,1322,1808,CANCELLED,24300.0,5103.0,1200.0,30603.0
2775,1000002774,20250126,1,,613,1827,2529,FULFILLED,44362.5,9316.12,0.0,53678.62
2776,1000002775,20250410,2,1,67,2983,1,PAID,44100.0,9261.0,0.0,53361.0
2777,1000002776,20250623,1,,415,579,1526,FULFILLED,47025.0,9875.25,1200.0,58100.25
2778,1000002777,20240320,2,2,1101,900,2,FULFILLED,21600.0,4536.0,0.0,26136.0
2779,1000002778,20250409,1,,939,1007,1678,FULFILLED,39690.0,8334.9,0.0,48024.9
2780,1000002779,20241005,1,,700,2301,141,CANCELLED,37800.0,7938.0,1200.0,46938.0
2781,1000002780,20250225,1,,258,1293,2573,FULFILLED,21600.0,4536.0,900.0,27036.0
2782,1000002781,20250615,1,,623,96,1446,FULFILLED,53040.0,11138.4,1200.0,65378.4
2783,1000002782,20250512,1,,164,256,589,FULFILLED,43200.0,9072.0,0.0,52272.0
2784,1000002783,20250219,2,2,684,1431,2,CREATED,12000.0,2520.0,0.0,14520.0
2785,1000002784,20250409,2,4,271,2199,4,FULFILLED,35910.0,7541.1,0.0,43451.1
2786,1000002785,20241018,2,4,816,3139,4,FULFILLED,11970.0,2513.7,0.0,14483.7
2787,1000002786,20240815,2,3,1449,,3,FULFILLED,14700.0,3087.0,0.0,17787.0
2788,1000002787,20250531,1,,1293,,1596,FULFILLED,14250.0,2992.5,1200.0,18442.5
2789,1000002788,20250711,1,,1097,182,2485,FULFILLED,14700.0,3087.0,1200.0,18987.0
2790,1000002789,20240114,2,1,1184,2827,1,FULFILLED,11880.0,2494.8,0.0,14374.8
2791,1000002790,20240712,2,4,877,529,4,PAID,67800.0,14238.0,0.0,82038.0
2792,1000002791,20240531,2,3,475,2072,3,FULFILLED,15000.0,3150.0,0.0,18150.0
2793,1000002792,20250510,2,2,1287,323,2,REFUNDED,58425.0,12269.25,0.0,70694.25
2794,1000002793,20250315,1,,1113,582,325,CANCELLED,25500.0,5355.0,1200.0,32055.0
2795,1000002794,20250915,1,,1048,980,899,FULFILLED,25080.0,5266.8,1500.0,31846.8
2796,1000002795,20250825,1,,300,2574,537,FULFILLED,30000.0,6300.0,900.0,37200.0
2797,1000002796,20250108,1,,175,1160,1526,FULFILLED,27000.0,5670.0,1200.0,33870.0
2798,1000002797,20250317,1,,514,1066,946,FULFILLED,34680.0,7282.8,900.0,42862.8
2799,1000002798,20240428,1,,1448,,1605,PAID,23520.0,4939.2,900.0,29359.2
2800,1000002799,20250902,2,1,1361,954,1,FULFILLED,16170.0,3395.7,0.0,19565.7
2801,1000002800,20240601,2,4,883,268,4,FULFILLED,21600.0,4536.0,0.0,26136.0
2802,1000002801,20241208,2,1,302,3111,1,FULFILLED,22800.0,4788.0,0.0,27588.0
2803,1000002802,20240701,1,,638,2972,618,CANCELLED,37575.0,7890.75,0.0,45465.75
2804,1000002803,20250805,1,,537,166,2040,FULFILLED,12000.0,2520.0,1500.0,16020.0
2805,1000002804,20241005,1,,922,,1374,FULFILLED,15675.0,3291.75,0.0,18966.75
2806,1000002805,20241208,2,3,740,1028,3,FULFILLED,11400.0,2394.0,0.0,13794.0
2807,1000002806,20240802,1,,1474,2689,1011,FULFILLED,36000.0,7560.0,0.0,43560.0
2808,1000002807,20250111,1,,1234,512,434,REFUNDED,37200.0,7812.0,900.0,45912.0
2809,1000002808,20241225,1,,1095,980,1094,REFUNDED,71010.0,14912.1,900.0,86822.1
2810,1000002809,20240616,1,,610,166,2093,REFUNDED,74880.0,15724.8,1200.0,91804.8
2811,1000002810,20250511,2,1,1326,,1,FULFILLED,10800.0,2268.0,0.0,13068.0
2812,1000002811,20250309,1,,1267,152,2236,REFUNDED,32400.0,6804.0,900.0,40104.0
2813,1000002812,20250216,2,2,694,682,2,FULFILLED,27000.0,5670.0,0.0,32670.0
2814,1000002813,20240325,2,3,373,,3,FULFILLED,37800.0,7938.0,0.0,45738.0
2815,1000002814,20241217,1,,1068,3158,1909,CREATED,69750.0,14647.5,900.0,85297.5
2816,1000002815,20240419,1,,1209,3061,2036,FULFILLED,45225.0,9497.25,1500.0,56222.25
2817,1000002816,20240807,1,,1370,1802,654,PAID,21168.0,4445.28,900.0,26513.28
2818,1000002817,20241114,2,2,357,1310,2,REFUNDED,10800.0,2268.0,0.0,13068.0
2819,1000002818,20250904,1,,1071,131,1556,REFUNDED,13500.0,2835.0,900.0,17235.0
2820,1000002819,20240223,1,,1110,847,1590,FULFILLED,23760.0,4989.6,0.0,28749.6
2821,1000002820,20250727,2,2,896,1638,2,FULFILLED,35280.0,7408.8,0.0,42688.8
2822,1000002821,20250624,2,4,1084,2875,4,REFUNDED,74088.0,15558.48,0.0,89646.48
2823,1000002822,20241215,1,,463,1275,516,FULFILLED,35280.0,7408.8,1500.0,44188.8
2824,1000002823,20240324,1,,1090,1976,2652,FULFILLED,59400.0,12474.0,900.0,72774.0
2825,1000002824,20241213,2,2,462,,2,FULFILLED,71400.0,14994.0,0.0,86394.0
2826,1000002825,20240715,2,3,918,2558,3,FULFILLED,14250.0,2992.5,0.0,17242.5
2827,1000002826,20240526,1,,717,2002,2415,CANCELLED,14700.0,3087.0,900.0,18687.0
2828,1000002827,20241002,2,4,1418,,4,FULFILLED,45000.0,9450.0,0.0,54450.0
2829,1000002828,20250903,2,2,1083,2817,2,CANCELLED,36000.0,7560.0,0.0,43560.0
2830,1000002829,20250512,2,4,444,359,4,PAID,33000.0,6930.0,0.0,39930.0
2831,1000002830,20240917,1,,411,,445,FULFILLED,29160.0,6123.6,1500.0,36783.6
2832,1000002831,20240912,1,,183,1965,1499,FULFILLED,31500.0,6615.0,1200.0,39315.0
2833,1000002832,20241225,1,,414,2580,2807,FULFILLED,10800.0,2268.0,900.0,13968.0
2834,1000002833,20240407,1,,19,903,731,PAID,13500.0,2835.0,1200.0,17535.0
2835,1000002834,20240703,1,,276,344,2334,FULFILLED,38700.0,8127.0,1500.0,48327.0
2836,1000002835,20250226,1,,798,1890,1510,FULFILLED,37620.0,7900.2,1500.0,47020.2
2837,1000002836,20250926,1,,1384,2601,2874,FULFILLED,106740.0,22415.4,900.0,130055.4
2838,1000002837,20250602,2,3,757,1728,3,FULFILLED,97605.0,20497.05,0.0,118102.05
2839,1000002838,20240607,2,4,961,764,4,CANCELLED,39600.0,8316.0,0.0,47916.0
2840,1000002839,20241223,2,4,1111,2634,4,CANCELLED,37800.0,7938.0,0.0,45738.0
2841,1000002840,20241102,1,,624,2377,748,FULFILLED,40500.0,8505.0,1200.0,50205.0
2842,1000002841,20250804,1,,1300,468,964,FULFILLED,10800.0,2268.0,900.0,13968.0
2843,1000002842,20250508,2,2,183,412,2,PAID,28350.0,5953.5,0.0,34303.5
2844,1000002843,20250210,1,,448,1373,408,REFUNDED,44280.0,9298.8,0.0,53578.8
2845,1000002844,20250918,1,,768,2515,1115,FULFILLED,14175.0,2976.75,1200.0,18351.75
2846,1000002845,20240711,2,4,85,2923,4,FULFILLED,47250.0,9922.5,0.0,57172.5
2847,1000002846,20241008,1,,1103,,793,FULFILLED,30000.0,6300.0,1500.0,37800.0
2848,1000002847,20240502,1,,472,51,2019,PAID,15000.0,3150.0,1200.0,19350.0
2849,1000002848,20250824,1,,2,793,581,FULFILLED,12000.0,2520.0,900.0,15420.0
2850,1000002849,20240224,1,,1003,884,3184,PAID,44100.0,9261.0,1200.0,54561.0
2851,1000002850,20250629,2,2,69,1718,2,FULFILLED,34200.0,7182.0,0.0,41382.0
2852,1000002851,20250121,1,,310,2161,1686,FULFILLED,36000.0,7560.0,900.0,44460.0
2853,1000002852,20250528,2,2,639,471,2,CANCELLED,11760.0,2469.6,0.0,14229.6
2854,1000002853,20250515,1,,159,2795,1780,FULFILLED,27000.0,5670.0,900.0,33570.0
2855,1000002854,20250509,1,,388,2054,2200,PAID,12600.0,2646.0,1500.0,16746.0
2856,1000002855,20241218,1,,870,1493,1026,FULFILLED,29160.0,6123.6,900.0,36183.6
2857,1000002856,20250627,1,,551,2645,2011,FULFILLED,32400.0,6804.0,1200.0,40404.0
2858,1000002857,20241004,1,,434,1766,1286,FULFILLED,94800.0,19908.0,900.0,115608.0
2859,1000002858,20250920,1,,810,1562,1028,PAID,45000.0,9450.0,900.0,55350.0
2860,1000002859,20250625,2,1,1320,2982,1,FULFILLED,48168.0,10115.28,0.0,58283.28
2861,1000002860,20250722,1,,634,2154,622,CANCELLED,87525.0,18380.25,900.0,106805.25
2862,1000002861,20240905,1,,334,1135,843,FULFILLED,54000.0,11340.0,1200.0,66540.0
2863,1000002862,20250720,1,,495,,1324,FULFILLED,55140.0,11579.4,1200.0,67919.4
2864,1000002863,20240528,1,,1227,1763,3199,FULFILLED,11760.0,2469.6,0.0,14229.6
2865,1000002864,20240106,2,4,637,1395,4,PAID,36000.0,7560.0,0.0,43560.0
2866,1000002865,20241009,1,,304,928,2564,PAID,31752.0,6667.92,900.0,39319.92
2867,1000002866,20240821,1,,695,436,45,FULFILLED,95190.0,19989.9,1500.0,116679.9
2868,1000002867,20240719,2,2,899,932,2,FULFILLED,35280.0,7408.8,0.0,42688.8
2869,1000002868,20240128,1,,1296,2807,20,CANCELLED,26460.0,5556.6,1200.0,33216.6
2870,1000002869,20240422,2,1,94,2309,1,PAID,68400.0,14364.0,0.0,82764.0
2871,1000002870,20250302,2,4,820,20,4,CREATED,11400.0,2394.0,0.0,13794.0
2872,1000002871,20240222,2,4,618,1092,4,FULFILLED,31500.0,6615.0,0.0,38115.0
2873,1000002872,20250203,1,,1327,1025,1538,FULFILLED,53100.0,11151.0,900.0,65151.0
2874,1000002873,20250216,1,,4,1277,2859,FULFILLED,15000.0,3150.0,1500.0,19650.0
2875,1000002874,20250906,1,,1131,21,2142,PAID,11400.0,2394.0,1500.0,15294.0
2876,1000002875,20240416,1,,635,2339,1237,FULFILLED,28350.0,5953.5,900.0,35203.5
2877,1000002876,20250708,1,,1458,750,1805,FULFILLED,13500.0,2835.0,0.0,16335.0
2878,1000002877,20250902,1,,612,1399,1449,CANCELLED,64260.0,13494.6,1500.0,79254.6
2879,1000002878,20250912,1,,802,2499,2672,FULFILLED,49980.0,10495.8,0.0,60475.8
2880,1000002879,20240929,1,,378,5,857,FULFILLED,69750.0,14647.5,900.0,85297.5
